STOP_ID,LATITUDE,STOP_NAME,LONGITUDE,TICKETZONE,ROUTEUSSP,geometry
17318,-37.755311,28-Moreland Rd/Sydney Rd (Coburg),144.964252,1,19,POINT (144.9642520764738 -37.755311038639164)
17319,-37.757422,27-Brunswick Tram Depot/Sydney Rd (Brunswick),144.963876,1,19,POINT (144.96387587962485 -37.75742198830091)
17320,-37.760738,26-Albion St/Sydney Rd (Brunswick),144.963309,1,19,POINT (144.96330888517787 -37.76073803788826)
17321,-37.763083,25-Stewart St/Sydney Rd (Brunswick),144.962904,1,19,POINT (144.9629038895227 -37.76308298767826)
17322,-37.765356,24-Blyth St/Sydney Rd (Brunswick),144.962512,1,19,POINT (144.9625118540682 -37.76535602754014)
17323,-37.766982,23-Victoria St/Sydney Rd (Brunswick),144.962229,1,19,POINT (144.96222889752275 -37.76698196748111)
17324,-37.768761,22-Albert St/Sydney Rd (Brunswick),144.961919,1,19,POINT (144.9619189414972 -37.76876099745459)
17325,-37.771367,21-Glenlyon Rd/Sydney Rd (Brunswick),144.961473,1,19,POINT (144.96147290373642 -37.771367038006986)
17327,-37.777647,19-Brunswick Rd/Sydney Rd (Brunswick),144.960392,1,19,POINT (144.960392182208 -37.77764697044615)
17329,-37.781684,17-Ievers St/Royal Pde (Parkville),144.959838,1,19,POINT (144.95983814200815 -37.7816840119306)
17330,-37.784589,16-Walker St/Royal Pde (Parkville),144.959509,1,19,POINT (144.95950910208245 -37.78458903296685)
17331,-37.787674,15-Leonard St/Royal Pde (Parkville),144.959129,1,19,POINT (144.95912894219188 -37.787673962899476)
17332,-37.789715,14-Cemetery Road West/Royal Pde (Parkville),144.958879,1,19,POINT (144.9588791021236 -37.78971498274717)
17333,-37.792422,13-Gatehouse St/Royal Pde (Parkville),144.958544,1,19,POINT (144.95854394190442 -37.79242200255905)
17334,-37.795561,12-Morrah St/Royal Pde (Parkville),144.958173,1,19,POINT (144.95817314139643 -37.79556102235755)
17335,-37.798105,11-University of Melbourne/Royal Pde (Parkville),144.957854,1,19,POINT (144.95785418088053 -37.79810496221227)
17591,-37.812769,7-Russell St/Bourke St (Melbourne City),144.968354,1,"96,86",POINT (144.96835395174165 -37.81276902263414)
17593,-37.813484,6-Swanston St/Bourke St (Melbourne City),144.965904,1,"96,86",POINT (144.96590415850977 -37.81348398246353)
17594,-37.814217,5-Elizabeth St/Bourke St (Melbourne City),144.96351,1,"96,86",POINT (144.96351015861472 -37.814217032587464)
17596,-37.815253,4-Queen St/Bourke St (Melbourne City),144.959835,1,"96,86",POINT (144.95983490944988 -37.81525302294776)
17597,-37.815882,3-William St/Bourke St (Melbourne City),144.957625,1,"96,86",POINT (144.95762486266747 -37.815882033130784)
17602,-37.852354,32-Hornby St/High St (Prahran),144.996534,1,6,POINT (144.99653402148067 -37.85235399353802)
17603,-37.851951,31-Chapel St/High St (Prahran),144.993533,1,6,POINT (144.9935330653273 -37.8519509734557)
17604,-37.851392,30-Prahran Station/High St (Windsor),144.989298,1,6,POINT (144.98929802818944 -37.85139198359652)
17605,-37.851207,29-Perth St/High St (Windsor),144.987927,1,6,POINT (144.9879271488503 -37.851207033605725)
17606,-37.850758,28-Punt Rd/High St (Windsor),144.984371,1,6,POINT (144.98437106989653 -37.85075802355342)
1784,-37.734097,37-Gaffney St/Sydney Rd (Coburg),144.965321,1,19,POINT (144.96532092405042 -37.7340969575526)
17848,-37.817063,1-Spencer St/Bourke St (Melbourne City),144.953514,1,"96,86",POINT (144.95351401076778 -37.81706301340641)
17849,-37.816846,1-Spencer St/Bourke St (Melbourne City),144.953997,1,"96,86",POINT (144.95399713213536 -37.81684602337628)
17850,-37.817717,1-Flinders Street Railway Station/Elizabeth St (Melbourne City),144.964765,1,"57,59,19",POINT (144.96476512062358 -37.81771704292489)
17851,-37.815428,2-Collins St/Elizabeth St (Melbourne City),144.963669,1,"57,59,19",POINT (144.96366892037716 -37.81542798271506)
17852,-37.813447,3-Bourke Street Mall/Elizabeth St (Melbourne City),144.962758,1,"57,59,19",POINT (144.96275811506345 -37.813446992560095)
17854,-37.810558,5-Melbourne Central Station/Elizabeth St (Melbourne City),144.961429,1,"57,59,19",POINT (144.96142898743375 -37.81055799238746)
17856,-37.806561,7-Queen Victoria Market/Elizabeth St (Melbourne City),144.959574,1,"57,59,19",POINT (144.95957390141766 -37.806561002260096)
17857,-37.805935,8-Peel St/Victoria St (Melbourne City),144.956218,1,57,POINT (144.9562179819403 -37.80593496269941)
17858,-37.805688,9-William St/Victoria St (Melbourne City),144.953908,1,57,POINT (144.95390786296448 -37.80568800302877)
17859,-37.805517,10-Chetwynd St/Victoria St (Melbourne City),144.952391,1,57,POINT (144.9523911838742 -37.80551700325018)
17860,-37.805196,11-Errol St/Victoria St (Melbourne City),144.949446,1,57,POINT (144.94944602624633 -37.805195973620926)
17861,-37.804959,11-Victoria St/Errol St (North Melbourne),144.949339,1,57,POINT (144.94933910690415 -37.8049590036251)
17862,-37.805403,10-Chetwynd St/Victoria St (Melbourne City),144.95203,1,57,POINT (144.95203010425146 -37.805402973302336)
17863,-37.805564,9-Howard St/Victoria St (Melbourne City),144.953502,1,57,POINT (144.95350214329065 -37.80556398308529)
17864,-37.80581,8-Peel St/Victoria St (Melbourne City),144.955744,1,57,POINT (144.9557438621534 -37.80581004276263)
17866,-37.801947,9-Pelham St/Elizabeth St (Melbourne City),144.957464,1,"59,19",POINT (144.95746394102653 -37.801946972265945)
17867,-37.799901,10-Royal Melbourne Hospital/Royal Pde (Melbourne City),144.957441,1,19,POINT (144.95744090089107 -37.799901002154996)
17868,-37.79958,10-Royal Melbourne Hospital/Royal Pde (Parkville),144.957665,1,19,POINT (144.95766518052508 -37.79957997213518)
17869,-37.802148,9-Pelham St/Elizabeth St (Melbourne City),144.957663,1,"59,19",POINT (144.9576630207184 -37.80214803224305)
17871,-37.80689,7-Queen Victoria Market/Elizabeth St (Melbourne City),144.959849,1,"57,59,19",POINT (144.9598489417148 -37.80689004224892)
17873,-37.811105,5-Melbourne Central Station/Elizabeth St (Melbourne City),144.961778,1,"57,59,19",POINT (144.9617781888166 -37.81110501240525)
17875,-37.814039,3-Bourke Street Mall/Elizabeth St (Melbourne City),144.963128,1,"57,59,19",POINT (144.96312819721922 -37.814039012596126)
17876,-37.815929,2-Collins St/Elizabeth St (Melbourne City),144.963996,1,"57,59,19",POINT (144.9639961607205 -37.81592901275198)
17877,-37.817899,1-Flinders Street Railway Station/Elizabeth St (Melbourne City),144.96484,1,"57,59,19",POINT (144.9648400005898 -37.81789902294398)
17878,-37.805758,11-Melbourne Museum/Nicholson St (Fitzroy),144.973601,1,"96,86",POINT (144.97360093662954 -37.80575802332609)
17880,-37.809676,10-Albert St/Nicholson St (Fitzroy),144.972949,1,"86,96,35",POINT (144.97294897999637 -37.80967599313766)
17882,-37.811544,9-Spring St/Bourke St (Melbourne City),144.972579,1,"96,86",POINT (144.97257890215656 -37.81154403307185)
17885,-37.815706,3-William St/Bourke St (Melbourne City),144.957914,1,"96,86",POINT (144.95791394359645 -37.81570599310241)
17886,-37.815122,4-Queen St/Bourke St (Melbourne City),144.960054,1,"96,86",POINT (144.9600541501935 -37.81512198292272)
17887,-37.814031,5-Elizabeth St/Bourke St (Melbourne City),144.963685,1,"96,86",POINT (144.96368511863918 -37.81403100255268)
17888,-37.813266,6-Swanston St/Bourke St (Melbourne City),144.966376,1,"96,86",POINT (144.96637611693785 -37.81326600248331)
17889,-37.812468,7-Russell St/Bourke St (Melbourne City),144.969169,1,"96,86",POINT (144.9691689895739 -37.81246797270096)
1789,-37.864385,50-Anderson St/Wattletree Rd (Malvern East),145.043712,1,5,POINT (145.04371202261567 -37.86438501773935)
17891,-37.811523,9-Spring St/Bourke St (Melbourne City),144.97241,1,"96,86",POINT (144.97241006242243 -37.811522973050984)
17892,-37.809423,10-Albert St/Nicholson St (East Melbourne),144.972899,1,"86,96,35",POINT (144.9728989398467 -37.809423003132316)
17894,-37.805676,11-Melbourne Museum/Nicholson St (Fitzroy),144.973546,1,"96,86",POINT (144.9735458565874 -37.80567603331545)
17895,-37.80828,12-St Vincents Plaza/Victoria Pde (East Melbourne),144.976133,1,"11,12,30,109",POINT (144.97613317608338 -37.80828000372779)
17896,-37.80939,11-Albert St/Gisborne St (East Melbourne),144.975728,1,"11,12,109",POINT (144.97572817656678 -37.80938997358893)
17897,-37.812379,10-Parliament Railway Station/Macarthur St (East Melbourne),144.974488,1,"11,12,109",POINT (144.97448797928323 -37.81237896327666)
17898,-37.813557,8-Spring St/Collins St (Melbourne City),144.973285,1,"11,12,48,109",POINT (144.97328486244206 -37.81355697312581)
17901,-37.815674,6-Melbourne Town Hall/Collins St (Melbourne City),144.965957,1,"11,12,48,109",POINT (144.96595708156337 -37.815674042715266)
17902,-37.816423,5-Elizabeth St/Collins St (Melbourne City),144.963404,1,"11,12,48,109",POINT (144.96340395847557 -37.816423022842045)
17903,-37.817607,3-William St/Collins St (Melbourne City),144.959429,1,"11,12,48,109",POINT (144.959429186491 -37.81760697315231)
17905,-37.818847,1-Spencer St/Collins St (Melbourne City),144.955055,1,"11,12,48,109",POINT (144.95505517437954 -37.818846993395674)
17906,-37.818741,1-Spencer St/Collins St (Melbourne City),144.955183,1,"11,12,48,109",POINT (144.95518297474248 -37.81874097338724)
17908,-37.817372,3-William St/Collins St (Melbourne City),144.959913,1,"11,12,48,109",POINT (144.959913027974 -37.81737198311171)
17910,-37.816206,5-Elizabeth St/Collins St (Melbourne City),144.963864,1,"11,12,48,109",POINT (144.96386404001674 -37.81620603279163)
17911,-37.815518,6-Melbourne Town Hall/Collins St (Melbourne City),144.96628,1,"11,12,48,109",POINT (144.96628000094015 -37.815517982716166)
17914,-37.813416,8-Spring St/Collins St (Melbourne City),144.973482,1,"11,12,48,109",POINT (144.97348214191084 -37.81341603314612)
17915,-37.81217,10-Parliament Railway Station/Macarthur St (East Melbourne),144.974368,1,"11,12,109",POINT (144.97436809941502 -37.812169983271)
17917,-37.768887,46-Rosamond Rd/Raleigh Rd (Maribyrnong),144.886729,1,"82,57",POINT (144.88672896893834 -37.76888699863193)
17918,-37.769637,48-Raleigh Rd/Wests Rd (Maribyrnong),144.882813,1,82,POINT (144.88281289385276 -37.769636969386134)
17919,-37.773104,49-Highpoint Shopping Centre/Wests Rd (Maribyrnong),144.882181,1,82,POINT (144.8821810906423 -37.77310403949816)
17920,-37.775212,50-Wests Rd/Williamson Rd (Maribyrnong),144.882143,1,82,POINT (144.88214292787654 -37.775212019482254)
17921,-37.77604,51-Williamson Rd/Rosamond Rd (Maidstone),144.885571,1,82,POINT (144.88557085029865 -37.77604001918014)
17922,-37.779332,52-Rosamond Rd/River St (Maribyrnong),144.88575,1,82,POINT (144.88575013055734 -37.779332039340446)
17923,-37.779594,53-Maribyrnong College/River St (Maribyrnong),144.887786,1,82,POINT (144.88778593532723 -37.77959402930705)
17924,-37.780002,54-Gordon St/River St (Maribyrnong),144.890931,1,82,POINT (144.8909309000528 -37.78000199936347)
17925,-37.782241,55-Lyric St/Gordon St (Maribyrnong),144.891151,1,82,POINT (144.89115086265366 -37.78224101966348)
17926,-37.784898,56-Edgewater Square/Gordon St (Maribyrnong),144.890599,1,82,POINT (144.89059898745438 -37.784897999970674)
17927,-37.788644,57-Titch St/Gordon St (Footscray),144.889924,1,82,POINT (144.88992398416224 -37.788643979929816)
17928,-37.790476,58-Ballarat Rd/Gordon St (Footscray),144.889554,1,82,POINT (144.88955390077783 -37.7904760198956)
17929,-37.792584,59-Droop St/Ballarat Rd (Footscray),144.893571,1,82,POINT (144.89357113021987 -37.792584000614674)
17930,-37.79489,60-Tiernan St/Droop St (Footscray),144.895516,1,82,POINT (144.8955158423273 -37.7948899812084)
17931,-37.796793,61-Geelong Rd/Droop St (Footscray),144.897131,1,82,POINT (144.897131155812 -37.79679303182033)
17932,-37.799841,62-Nicholson St/Hopkins St (Footscray),144.899736,1,82,POINT (144.89973610537845 -37.79984097303211)
17933,-37.800081,63-Footscray Market/Leeds St (Footscray),144.901058,1,82,POINT (144.90105802194574 -37.80008100347193)
17934,-37.801367,64-Footscray Station/Leeds St (Footscray),144.90092,1,82,POINT (144.90092014380105 -37.801367013172914)
17935,-37.770432,40-Epsom Rd/Maribyrnong Rd (Moonee Ponds),144.905121,1,"82,57",POINT (144.90512102764762 -37.770432028979)
17936,-37.770862,39-Bowen St/Maribyrnong Rd (Moonee Ponds),144.909003,1,"82,57",POINT (144.9090029031979 -37.77086195918887)
17937,-37.771236,38-Hotham St/Maribyrnong Rd (Moonee Ponds),144.91233,1,"82,57",POINT (144.91233001981303 -37.77123599929827)
17938,-37.771644,37-Union Rd/Maribyrnong Rd (Moonee Ponds),144.915997,1,"82,57",POINT (144.9159969765593 -37.77164396934343)
17939,-37.771891,36-86 Maribyrnong Rd (Moonee Ponds),144.918295,1,82,POINT (144.91829485477408 -37.7718910193334)
17940,-37.772212,35-Moore St/Maribyrnong Rd (Moonee Ponds),144.921135,1,82,POINT (144.92113489402198 -37.77221195931061)
17941,-37.772474,34-Ascot Vale Rd/Maribyrnong Rd (Moonee Ponds),144.923705,1,82,POINT (144.92370493523836 -37.77247403937475)
17942,-37.770051,33-Chaucer St/Ascot Vale Rd (Moonee Ponds),144.924284,1,82,POINT (144.92428417370945 -37.77005096960163)
17944,-37.768856,49-Central Park Ave/Cordite Ave (Maribyrnong),144.877977,1,57,POINT (144.877977019663 -37.76885604022252)
17945,-37.773571,36-St Leonards Rd/Union Rd (Ascot Vale),144.915943,1,57,POINT (144.91594297514268 -37.7735709590344)
17946,-37.775889,35-Bloomfield Rd/Union Rd (Ascot Vale),144.91556,1,57,POINT (144.91555993340597 -37.77588899869923)
17947,-37.778533,34-Burrowes St/Union Rd (Ascot Vale),144.915225,1,57,POINT (144.91522513110917 -37.778533018357784)
17948,-37.780355,33-Melbourne Showgrounds/Union Rd (Ascot Vale),144.914787,1,57,POINT (144.91478700921326 -37.78035497819319)
17949,-37.782587,32-Sandown Rd/Epsom Rd (Ascot Vale),144.916712,1,57,POINT (144.91671192914427 -37.78258697738644)
17950,-37.784018,31-Racing Victoria/161 Epsom Rd (Ascot Vale),144.918125,1,57,POINT (144.9181249300745 -37.784017976695054)
17951,-37.786043,30-Flemington Racecourse/Epsom Rd (Ascot Vale),144.919987,1,57,POINT (144.9199868553256 -37.78604297598159)
17952,-37.787349,29-Flemington Racecourse/Racecourse Rd (Flemington),144.922006,1,57,POINT (144.92200610352714 -37.78734896726817)
17953,-37.787626,28-Smithfield Rd/Racecourse Rd (Flemington),144.92495,1,57,POINT (144.92495019054707 -37.787625988964784)
17954,-37.787971,26-Newmarket Plaza/Racecourse Rd (Flemington),144.928154,1,57,POINT (144.92815419770696 -37.78797096079957)
17955,-37.788241,25-Wellington St/Racecourse Rd (Flemington),144.931235,1,57,POINT (144.93123508403895 -37.78824096254634)
17956,-37.788443,24-Victoria St/Racecourse Rd (Flemington),144.93349,1,57,POINT (144.93349012838232 -37.78844301381701)
17957,-37.788768,23-Stubbs St/Racecourse Rd (Flemington),144.936581,1,57,POINT (144.93658109115202 -37.78876800456522)
17958,-37.789131,22-Boundary Rd/Racecourse Rd (North Melbourne),144.939852,1,57,POINT (144.93985205119247 -37.78913097435937)
17959,-37.790394,20-Melrose St/Flemington Rd (North Melbourne),144.943485,1,"59,57",POINT (144.94348517014967 -37.79039403412461)
17961,-37.794106,19-Abbotsford St Interchange/Abbotsford St (North Melbourne),144.947096,1,57,POINT (144.94709596601703 -37.79410599386596)
18006,-37.809695,11-Albert St/Gisborne St (East Melbourne),144.975606,1,"11,12,109",POINT (144.9756061367526 -37.80969498355186)
18009,-37.808019,10-Nicholson St/Victoria Pde (East Melbourne),144.973562,1,30,POINT (144.97356205814395 -37.808019003268946)
18010,-37.807614,9-La Trobe St/Victoria St (Melbourne City),144.970972,1,"35,30",POINT (144.97097185968929 -37.80761400277963)
19718,-37.818618,18-Church St/Bridge Rd (Richmond),144.999423,1,"75,48",POINT (144.9994230135348 -37.81861803415783)
18011,-37.808103,8-Exhibition St/La Trobe St (Melbourne City),144.969027,1,"35,30",POINT (144.96902714193797 -37.80810297243393)
18030,-37.80955,6-Swanston St/La Trobe St (Melbourne City),144.964081,1,"35,30",POINT (144.96408110845653 -37.80954999198469)
18031,-37.810291,5-Elizabeth St/La Trobe St (Melbourne City),144.961596,1,"35,30",POINT (144.96159602722702 -37.81029096234347)
18032,-37.811005,4-Queen St/La Trobe St (Melbourne City),144.959122,1,"35,30",POINT (144.95912210467506 -37.811005022667324)
18033,-37.811711,3-William St/La Trobe St (Melbourne City),144.956718,1,"35,30",POINT (144.9567180209803 -37.81171098295356)
18035,-37.813112,1-Spencer St/La Trobe St (Melbourne City),144.95176,1,"35,30",POINT (144.9517600896244 -37.81311201345079)
18037,-37.813781,D10-New Quay Prom/Docklands Dr (Docklands),144.940508,1,"70,86,35",POINT (144.9405079460745 -37.81378098304586)
18038,-37.814345,D11-Waterfront City/Docklands Dr (Docklands),144.938754,1,"70,86,35",POINT (144.93875402987382 -37.81434501288329)
18039,-37.813312,D10-NewQuay Prom/Docklands Dr (Docklands),144.941509,1,"70,86,35",POINT (144.94150910421473 -37.81331199314224)
18040,-37.814578,D1-Stadium Precinct/La Trobe St (Docklands),144.946404,1,"35,86,30",POINT (144.94640401082683 -37.81457802336112)
18041,-37.813211,119-Spencer St/La Trobe St (Melbourne City),144.951201,1,"35,86,30",POINT (144.95120100815626 -37.813211013498815)
18042,-37.81248,2-King St/La Trobe St (Melbourne City),144.953732,1,"35,30",POINT (144.95373217482796 -37.81248003326503)
18043,-37.811791,3-William St/La Trobe St (Melbourne City),144.956136,1,"35,30",POINT (144.9561358999343 -37.81179099301377)
18044,-37.811061,4-Queen St/La Trobe St (Melbourne City),144.958712,1,"35,30",POINT (144.9587120640938 -37.81106100271344)
18045,-37.810355,5-Elizabeth St/La Trobe St (Melbourne City),144.961117,1,"35,30",POINT (144.9611168667249 -37.81035504240157)
18046,-37.809647,6-Swanston St/La Trobe St (Melbourne City),144.963465,1,"35,30",POINT (144.9634651480773 -37.80964701206665)
18047,-37.808909,7-Russell St/La Trobe St (Melbourne City),144.966098,1,"35,30",POINT (144.96609818640948 -37.8089090119834)
18048,-37.808185,8-Exhibition St/La Trobe St (Melbourne City),144.968537,1,"35,30",POINT (144.96853718250057 -37.80818496234934)
18049,-37.807656,9-Victoria St/La Trobe St (Melbourne City),144.970266,1,"35,30",POINT (144.97026590024697 -37.807656032645404)
18050,-37.807836,10-Nicholson St/Victoria Pde (Carlton),144.97284,1,"35,30",POINT (144.97283989856874 -37.80783603313682)
18051,-37.808231,12-St Vincents Plaza/Victoria Pde (Fitzroy),144.976452,1,"11,12,30,109",POINT (144.97645213580935 -37.808231043788915)
18052,-37.814705,D2-Central Pier/Harbour Esp (Docklands),144.944901,1,"35,70,75,86,30",POINT (144.94490101433962 -37.81470501325611)
18053,-37.817819,D3-Stadium Precinct/Harbour Esp (Docklands),144.946246,1,"70,75,35",POINT (144.94624596892086 -37.81781901331693)
18054,-37.821466,D4-Docklands Park/Harbour Esp (Docklands),144.94761,1,"70,75,35",POINT (144.94761000512014 -37.821465993386205)
18055,-37.821835,D5-South Wharf/Wurundjeri Way (Docklands),144.951213,1,"70,75,35",POINT (144.95121288468752 -37.82183499353694)
18056,-37.821471,D6-Flinders Street West/Flinders St (Docklands),144.953608,1,"70,75,35",POINT (144.9536079701805 -37.821471033509084)
18057,-37.79496,18-Chapman St/Abbotsford St (North Melbourne),144.946947,1,57,POINT (144.94694692491322 -37.79496000386979)
18058,-37.796307,17-Molesworth St/Abbotsford St (North Melbourne),144.946694,1,57,POINT (144.9466942031687 -37.79630703387745)
18059,-37.798284,16-Haines St/Abbotsford St (North Melbourne),144.946344,1,57,POINT (144.9463439206105 -37.79828397388822)
18060,-37.800997,15-Arden St/Abbotsford St (North Melbourne),144.945849,1,57,POINT (144.94584891656797 -37.80099702387197)
18061,-37.80239,14-Queensberry St/Abbotsford St (North Melbourne),144.945628,1,57,POINT (144.9456278741275 -37.80239004382672)
18063,-37.79138,23-Royal Park/Royal Park (Parkville),144.949397,1,58,POINT (144.94939708982417 -37.79137998373669)
18064,-37.788016,24-Elliott Ave/Royal Park (Parkville),144.949751,1,58,POINT (144.9497509741234 -37.78801596374552)
18065,-37.784539,25-State Netball Hockey Centre/Royal Park (Parkville),144.948848,1,58,POINT (144.94884809714026 -37.784538993706825)
18066,-37.782617,26-Melbourne Zoo/Royal Park (Parkville),144.949219,1,58,POINT (144.9492188945625 -37.78261704318673)
18067,-37.780753,27-Royal Park Station/Royal Park (Parkville),144.95136,1,58,POINT (144.95136016828735 -37.780752962534606)
18068,-37.777241,28-Park St/Royal Park (Parkville),144.949969,1,58,POINT (144.94996912784978 -37.77724098179396)
18069,-37.775538,29-Brunswick Rd/Grantham St (Brunswick West),144.948915,1,58,POINT (144.94891504446423 -37.7755380013416)
18071,-37.772367,30-Union Square Shopping Centre/Grantham St (Brunswick West),144.949525,1,58,POINT (144.94952488086446 -37.77236703053782)
18072,-37.770051,31-Grantham St/Dawson St (Brunswick West),144.949532,1,58,POINT (144.9495320777543 -37.77005096994253)
18073,-37.769789,32-Foden St/Dawson St (Brunswick),144.947382,1,58,POINT (144.9473821532989 -37.76978897970836)
18074,-37.769399,33-South Daly St/Dawson St (Brunswick West),144.944169,1,58,POINT (144.9441691468363 -37.76939900936654)
18075,-37.767311,34-Smith St/Melville Rd (Brunswick),144.943319,1,58,POINT (144.94331917922943 -37.76731100860474)
18076,-37.764708,35-Victoria St/Melville Rd (Brunswick West),144.94389,1,58,POINT (144.94389013174955 -37.76470802773146)
18077,-37.76204,36-Hope St/Melville Rd (Brunswick West),144.944384,1,58,POINT (144.94438404346988 -37.76203997681012)
18078,-37.758563,37-Albion St/Melville Rd (Brunswick West),144.944991,1,58,POINT (144.94499099192794 -37.75856300557678)
18079,-37.756623,38-Jacobs Reserve/Melville Rd (Brunswick West),144.945385,1,58,POINT (144.94538482507727 -37.756622964870225)
18080,-37.7548,39-Mattingley Cres/Melville Rd (Brunswick West),144.945708,1,58,POINT (144.94570809959242 -37.754800014284946)
18081,-37.753163,40-Moreland Rd/Melville Rd (Brunswick West),144.945901,1,58,POINT (144.94590106320865 -37.75316300439299)
18082,-37.749317,41-Woodlands Ave/Melville Rd (Pascoe Vale South),144.946552,1,58,POINT (144.94655195177899 -37.74931703456874)
18083,-37.746399,42-Reynard St/Melville Rd (Pascoe Vale South),144.944556,1,58,POINT (144.94455611980484 -37.74639896518658)
18084,-37.743928,43-Princes Tce/Melville Rd (Pascoe Vale South),144.944999,1,58,POINT (144.94499892520844 -37.743928015312484)
18085,-37.741592,44-Brearley Pde/Melville Rd (Pascoe Vale South),144.945404,1,58,POINT (144.9454039304986 -37.741591975399054)
18086,-37.740117,45-Bell St/Melville Rd (Pascoe Vale South),144.945592,1,58,POINT (144.94559185392148 -37.74011696545856)
18087,-37.819063,3-Market St/Flinders St (Melbourne City),144.961797,1,"70,75,35",POINT (144.96179691138806 -37.819062993185725)
18089,-37.818238,4-Elizabeth St/Flinders St (Melbourne City),144.964626,1,"70,75,35",POINT (144.9646261595964 -37.81823796299419)
18090,-37.81756,5-Swanston St/Flinders St (Melbourne City),144.967132,1,"70,75,35",POINT (144.96713211699782 -37.81755999298297)
18091,-37.816564,6-Russell St/Flinders St (Melbourne City),144.9705,1,"70,75,35",POINT (144.97049991023016 -37.81656396304558)
18092,-37.815319,8-Spring St/Flinders St (Melbourne City),144.974612,1,"75,35",POINT (144.97461218025455 -37.815318993199305)
18093,-37.815453,9-Lansdowne St/Wellington Pde (East Melbourne),144.977164,1,"75,48",POINT (144.97716385398547 -37.815453003356716)
18094,-37.81575,10-Jolimont Rd/Wellington Pde (East Melbourne),144.979791,1,"75,48",POINT (144.97979112789665 -37.815750003512065)
18095,-37.816341,11-Jolimont Station-MCG/Wellington Pde (East Melbourne),144.984819,1,"75,48",POINT (144.9848188887867 -37.81634103438106)
18097,-37.81654,13-Simpson St/Wellington Pde (East Melbourne),144.986983,1,"75,48",POINT (144.98698284930916 -37.81654002474085)
18098,-37.817388,14-Punt Rd/Wellington Pde (Melbourne City),144.989675,1,"75,48",POINT (144.98967493083492 -37.81738800505704)
18099,-37.817533,14-Punt Rd/Bridge Rd (Richmond),144.990217,1,"75,48",POINT (144.99021709110244 -37.81753299511556)
18100,-37.816603,13-Simpson St/Wellington Pde (East Melbourne),144.98697,1,"75,48",POINT (144.9869698894008 -37.81660302473023)
18102,-37.816246,11-Jolimont Station-MCG/Wellington Pde (East Melbourne),144.983992,1,"75,48",POINT (144.98399196855792 -37.8162459942409)
18103,-37.815769,10-Jolimont Rd/Wellington Pde (East Melbourne),144.979325,1,"75,48",POINT (144.97932492905448 -37.81576899348554)
18104,-37.815471,9-Lansdowne St/Wellington Pde (Melbourne City),144.976664,1,"75,48",POINT (144.97666417524195 -37.81547100332742)
18105,-37.815537,8-Spring St/Flinders St (Melbourne City),144.974174,1,"75,35",POINT (144.97417406144368 -37.81553697318257)
18108,-37.819587,7B-Rod Laver Arena/MCG Gates 1-3 (Melbourne City),144.97913,1,70,POINT (144.97913017464018 -37.81958697348348)
18116,-37.822384,7C-MCG Gates 4-7/John Cain Arena (Melbourne City),144.98353,1,70,POINT (144.9835300976463 -37.82238399372953)
18118,-37.824135,7D-Olympic Boulevard (Melbourne City),144.986857,1,70,POINT (144.9868568605092 -37.82413503372681)
18155,-37.823827,7D-Olympic Boulevard (Melbourne City),144.986751,1,70,POINT (144.9867510200461 -37.823826963762656)
18161,-37.822137,7C-MCG Gates 4-7/John Cain Arena (Melbourne City),144.982798,1,70,POINT (144.9827978572169 -37.822137033693714)
18172,-37.819349,7B-Rod Laver Arena/MCG Gates 1-3 (Melbourne City),144.978421,1,70,POINT (144.97842097556673 -37.8193490134646)
18174,-37.816657,6-Russell St/Flinders St (Melbourne City),144.970168,1,"70,75,35",POINT (144.97016799095445 -37.81665702303645)
18175,-37.817756,5-Swanston St/Flinders St (Melbourne City),144.966491,1,"70,75,35",POINT (144.96649095813788 -37.81775601297847)
18176,-37.818412,4-Elizabeth St/Flinders St (Melbourne City),144.96428,1,"70,75,35",POINT (144.96428019847852 -37.81841202302846)
18178,-37.819306,3-Market St/Flinders St (Melbourne City),144.961279,1,"70,75,35",POINT (144.96127886984814 -37.819305993224795)
18179,-37.821726,D6-Victoria Police Centre/Flinders St (Southbank),144.953215,1,"70,75,35",POINT (144.95321484923738 -37.8217260035188)
18180,-37.822001,D5-South Wharf/Wurundjeri Way (Docklands),144.950913,1,"70,75,35",POINT (144.95091300402015 -37.82200104353942)
18181,-37.821725,D4-Docklands Park/Harbour Esp (Docklands),144.947501,1,"70,75,35",POINT (144.94750092518936 -37.821725013377)
18182,-37.817463,D3-Stadium Precinct/Harbour Esp (Docklands),144.94596,1,"70,75,35",POINT (144.94596012971041 -37.81746297329949)
18183,-37.814249,D2-CentralPier/Harbour Esp (Docklands),144.944584,1,"35,70,75,86,30",POINT (144.94458385584542 -37.8142489832587)
18184,-37.825688,125-Clarendon St/Whiteman St (Southbank),144.956684,1,"12,96,109",POINT (144.95668417518849 -37.825687983691594)
18185,-37.823289,124A-Casino/MCEC/Clarendon St (Southbank),144.956057,1,"12,96,109",POINT (144.95605705503252 -37.82328903356524)
18186,-37.821554,124-Batman Park/Spencer St (Melbourne City),144.955265,1,"12,96,109",POINT (144.95526505396214 -37.821554013493866)
18187,-37.818767,122-Southern Cross Railway Station/Spencer St (Melbourne City),144.954092,1,96,POINT (144.95409217193864 -37.818766983426315)
18189,-37.815313,120-Lonsdale St/Spencer St (Melbourne City),144.952381,1,86,POINT (144.952381087804 -37.81531296343919)
